,collection,model_uuid,time_built,model_type,featurizer,features,splitter,split_strategy,split_uuid,umap_dim,umap_targ_wt,umap_neighbors,umap_min_dist,layer_sizes,dropouts,learning_rate,best_epoch,max_epochs,rf_estimators,rf_max_features,rf_max_depth,xgb_gamma,xgb_learning_rate,dataset_bucket,dataset_key,dataset_size,parameter,train_size,train_roc_auc_score,train_prc_auc_score,train_accuracy_score,train_precision,train_recall_score,train_matthews_cc,valid_size,valid_roc_auc_score,valid_prc_auc_score,valid_accuracy_score,valid_precision,valid_recall_score,valid_matthews_cc,test_size,test_roc_auc_score,test_prc_auc_score,test_accuracy_score,test_precision,test_recall_score,test_matthews_cc
26,./content,74d1ee41-73e0-4b71-8209-634db4cbea43,1673261649,xgboost,ecfp,ecfp,scaffold,train_valid_test,96cece1b-2dba-41d7-9360-c9bf90122f8a,,,,,,,,,,,,,1,0.2,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997346468,0.930804476,0.962551587,0.93458104,0.818677327,0.947956933,3944,0.953354669,0.726815451,0.912778905,0.848222206,0.647296563,0.862575748,4387,0.955679351,0.673846277,0.89309323,0.744287596,0.578819687,0.84126762
27,./content,d406209d-74fc-4ec0-aa9e-fe08dbddda20,1673257821,xgboost,ecfp,ecfp,scaffold,train_valid_test,d2412227-a12a-4103-b6b2-42496a462028,,,,,,,,,,,,,0.1,0.2,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997982517,0.946578691,0.965302899,0.922496165,0.855273412,0.951809584,3944,0.953868616,0.728285894,0.919371197,0.810359762,0.641589887,0.872796592,4387,0.95238619,0.680924038,0.896968315,0.746409482,0.580763276,0.846885764
28,./content,1b2b90cc-123e-4334-9340-dc16efe4d608,1673259567,xgboost,ecfp,ecfp,scaffold,train_valid_test,27835724-3330-4242-9d77-bf0b02c7b140,,,,,,,,,,,,,0.3,0.2,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997957015,0.945201451,0.965048148,0.923534654,0.849451582,0.951448048,3944,0.953658879,0.721372631,0.915567951,0.843238216,0.633309163,0.866526934,4387,0.951999772,0.67913119,0.896284477,0.74378751,0.58203025,0.845796138
29,./content,0a9ede86-2914-498f-a4be-bfc79c14880e,1673260954,xgboost,ecfp,ecfp,scaffold,train_valid_test,460ed7f1-9092-45b4-9ae8-bee41e0fd44a,,,,,,,,,,,,,0.3,0.2,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997957015,0.945201451,0.965048148,0.923534654,0.849451582,0.951448048,3944,0.953658879,0.721372631,0.915567951,0.843238216,0.633309163,0.866526934,4387,0.951999772,0.67913119,0.896284477,0.74378751,0.58203025,0.845796138
30,./content,f7561f7d-4b2a-4f4b-8612-7224a8f8f918,1673258527,xgboost,ecfp,ecfp,scaffold,train_valid_test,4aff9078-716d-467b-b965-5b81b9786a16,,,,,,,,,,,,,0.5,0.2,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997796572,0.941293575,0.963927243,0.92230269,0.84295027,0.949883291,3944,0.951501204,0.722085735,0.918864097,0.834446065,0.646547577,0.872008831,4387,0.951172907,0.678889572,0.893321176,0.747298434,0.576966027,0.841562264
31,./content,10d6ac25-e7ec-47f9-b184-9b8235e74686,1673260085,xgboost,ecfp,ecfp,scaffold,train_valid_test,1441b08e-15b1-4abe-bcf2-838a43314625,,,,,,,,,,,,,1,0.25,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997598659,0.934351547,0.965914302,0.929032758,0.827138971,0.952648638,3944,0.950020136,0.725844288,0.91658215,0.815079554,0.644556029,0.868246611,4387,0.957054138,0.679619309,0.895600638,0.751654555,0.573783476,0.844897667
32,./content,d3a7cda3-2f86-40a0-8594-c1ee7275b151,1673258004,xgboost,ecfp,ecfp,scaffold,train_valid_test,641dd86f-4d8d-42b5-92b6-37454d164f08,,,,,,,,,,,,,0.3,0.25,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.998160621,0.947291624,0.968410863,0.927224397,0.853587745,0.956130556,3944,0.947724406,0.711236806,0.9168357,0.755673524,0.616456605,0.86873643,4387,0.953072011,0.675036083,0.895372692,0.813799818,0.563532668,0.844294703
33,./content,825e994b-1f3d-43c2-9026-36aa7de3fd1e,1673259743,xgboost,ecfp,ecfp,scaffold,train_valid_test,9950a82d-9deb-429d-9dfa-903e348375a0,,,,,,,,,,,,,0.5,0.25,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.998067138,0.944314272,0.967595659,0.924448304,0.848522684,0.954994748,3944,0.945936788,0.71447531,0.920131846,0.850738725,0.650106069,0.873798764,4387,0.954821042,0.674892858,0.895144746,0.819011923,0.568373998,0.844067376
34,./content,82593479-aeb4-4f9f-8d09-1f4671d26022,1673258691,xgboost,ecfp,ecfp,scaffold,train_valid_test,ee2a64f7-4db3-4962-86d0-4bd764ef1b95,,,,,,,,,,,,,1,0.25,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997598659,0.934351547,0.965914302,0.929032758,0.827138971,0.952648638,3944,0.950020136,0.725844288,0.91658215,0.815079554,0.644556029,0.868246611,4387,0.957054138,0.679619309,0.895600638,0.751654555,0.573783476,0.844897667
35,./content,2ac94ca5-d5dd-4974-b1b5-06882a4d8363,1673260603,xgboost,ecfp,ecfp,scaffold,train_valid_test,baafc1db-a325-41d6-95e5-2384b7d18ee9,,,,,,,,,,,,,0.1,0.2,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997982517,0.946578691,0.965302899,0.922496165,0.855273412,0.951809584,3944,0.953868616,0.728285894,0.919371197,0.810359762,0.641589887,0.872796592,4387,0.95238619,0.680924038,0.896968315,0.746409482,0.580763276,0.846885764
36,./content,94741458-c102-4045-a894-e55878f47fc9,1673258867,xgboost,ecfp,ecfp,scaffold,train_valid_test,a48c984b-4bcc-4889-98cb-c1c5c7ba2267,,,,,,,,,,,,,1,0.2,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997346468,0.930804476,0.962551587,0.93458104,0.818677327,0.947956933,3944,0.953354669,0.726815451,0.912778905,0.848222206,0.647296563,0.862575748,4387,0.955679351,0.673846277,0.89309323,0.744287596,0.578819687,0.84126762
37,./content,86bbb564-c9ff-42e8-b7e0-965bc33ac71b,1673258352,xgboost,ecfp,ecfp,scaffold,train_valid_test,e75c5d12-0845-4db7-a965-895c2ae169fd,,,,,,,,,,,,,0.5,0.25,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.998067138,0.944314272,0.967595659,0.924448304,0.848522684,0.954994748,3944,0.945936788,0.71447531,0.920131846,0.850738725,0.650106069,0.873798764,4387,0.954821042,0.674892858,0.895144746,0.819011923,0.568373998,0.844067376
38,./content,263f91f1-4505-452a-8610-cd9bd778257c,1673257653,xgboost,ecfp,ecfp,scaffold,train_valid_test,45bf043a-24a9-4116-897c-113e724e95f2,,,,,,,,,,,,,0.1,0.25,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.9982588,0.949712416,0.969327967,0.923654553,0.863515535,0.957409394,3944,0.953193591,0.708881614,0.913793103,0.779349443,0.604411207,0.863828776,4387,0.950128672,0.676668067,0.896512423,0.811092899,0.568638998,0.846260788
39,./content,90ee3891-cbbc-4e8c-beda-487d3cc98f6f,1673259394,xgboost,ecfp,ecfp,scaffold,train_valid_test,a17926d3-1eb5-40f6-a6ec-6bd1cbd39607,,,,,,,,,,,,,0.3,0.25,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.998160621,0.947291624,0.968410863,0.927224397,0.853587745,0.956130556,3944,0.947724406,0.711236806,0.9168357,0.755673524,0.616456605,0.86873643,4387,0.953072011,0.675036083,0.895372692,0.813799818,0.563532668,0.844294703
40,./content,032e7929-2b4b-4795-bcdc-a2ed8163ea48,1673259038,xgboost,ecfp,ecfp,scaffold,train_valid_test,f8f90449-fc44-4598-b18b-cd4f8626389a,,,,,,,,,,,,,0.1,0.25,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.9982588,0.949712416,0.969327967,0.923654553,0.863515535,0.957409394,3944,0.953193591,0.708881614,0.913793103,0.779349443,0.604411207,0.863828776,4387,0.950128672,0.676668067,0.896512423,0.811092899,0.568638998,0.846260788
41,./content,bad54a2a-ea73-48e8-baff-35ee0f07301b,1673261473,xgboost,ecfp,ecfp,scaffold,train_valid_test,955fd2c4-b6e5-4a16-97b8-ded895045427,,,,,,,,,,,,,1,0.25,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_xgboost/data_ready_to_model.csv,27958,label,19627,0.997598659,0.934351547,0.965914302,0.929032758,0.827138971,0.952648638,3944,0.950020136,0.725844288,0.91658215,0.815079554,0.644556029,0.868246611,4387,0.957054138,0.679619309,0.895600638,0.751654555,0.573783476,0.844897667
42,./content,3b8268cc-22bd-418e-9b9b-e35295f0a9b5,1673248185,NN,ecfp,ecfp,scaffold,train_valid_test,aea837a9-c301-4b8d-af2a-fa6f5c4be585,,,,,"2,048,512","0.40,0.40",0.01,29,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.983449573,0.798471185,0.937614866,0.894296074,0.671431142,0.913651349,3964,0.93550551,0.610568629,0.898082745,0.563220347,0.539893629,0.841013825,4406,0.948401451,0.630320258,0.885383568,0.717374441,0.54303035,0.83047652
43,./content,7b7cdb40-4620-47c7-a5ce-a6bd486fb3a8,1673245815,NN,ecfp,ecfp,scaffold,train_valid_test,57ba15cd-6806-4c1a-a2e7-72e63de9a1ca,,,,,"2,048,512","0.40,0.40",0.001,19,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.997646349,0.930779348,0.960690219,0.854389334,0.910731709,0.946565178,3964,0.950004,0.660411182,0.904641776,0.627760854,0.624633531,0.850193946,4406,0.951233124,0.650896431,0.895142987,0.634083724,0.625295118,0.844472987
44,./content,6788a6cd-edd6-459f-8d5a-789dfebb84e6,1673255007,NN,ecfp,ecfp,scaffold,train_valid_test,963e90ef-a5fa-449c-835d-d608f8130dd6,,,,,"1,024,256","0.40,0.40",0.005,6,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.991841186,0.846670986,0.948080457,0.879321069,0.746001486,0.928007607,3964,0.948573916,0.644249312,0.903128153,0.662314551,0.589752629,0.849400312,4406,0.945880267,0.628190701,0.885837494,0.755942531,0.579334568,0.833055655
45,./content,2126a9e2-3a29-4114-afa1-5e8f75480303,1673243165,NN,ecfp,ecfp,scaffold,train_valid_test,e113db1f-f2d2-41bc-a618-3fb27eaf9c3a,,,,,"2,048,512","0.30,0.30",0.001,48,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.99825261,0.941334729,0.969981621,0.893123166,0.874899726,0.958354288,3964,0.949543096,0.666386365,0.921039354,0.645925549,0.607735582,0.874810451,4406,0.964336431,0.672733874,0.901270994,0.672131145,0.603685128,0.85274355
46,./content,54cdd307-2a2a-4a8f-9667-fe6e36ea1408,1673251589,NN,ecfp,ecfp,scaffold,train_valid_test,8185659c-e39f-4f85-b98d-ddf18a2bd0f0,,,,,"1,024,256","0.30,0.30",0.01,1,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.982574945,0.770131302,0.935368593,0.879300733,0.710566755,0.910247125,3964,0.941132151,0.623719945,0.87815338,0.524351749,0.562567043,0.809559918,4406,0.950770798,0.634895933,0.873354517,0.591063833,0.586873356,0.81367223
47,./content,d07e3f98-a430-4f2e-89d2-bdc2e6a5746d,1673253388,NN,ecfp,ecfp,scaffold,train_valid_test,cb0de011-dd5b-4a17-92d9-c65c261fad69,,,,,"1,024,256","0.40,0.40",0.001,16,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.998084442,0.934058655,0.968552175,0.935199324,0.828105451,0.956338883,3964,0.953784824,0.661469168,0.909182644,0.646765986,0.593531886,0.856485183,4406,0.947648198,0.646617638,0.895142987,0.705386035,0.578786248,0.843455292
48,./content,a9045773-88ed-40cc-8e1e-a6a730d98370,1673257354,NN,ecfp,ecfp,scaffold,train_valid_test,20b16d55-0844-4332-a074-ccf8f2bbd04e,,,,,"1,024,256","0.40,0.40",0.01,45,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.97815312,0.768823767,0.940167449,0.746550066,0.665246764,0.916842801,3964,0.938055231,0.617391543,0.901866801,0.545357395,0.55633424,0.845249821,4406,0.948748185,0.607967824,0.889695869,0.535185677,0.54413838,0.836068781
49,./content,96e00b96-643c-4785-b307-66565ed43538,1673246742,NN,ecfp,ecfp,scaffold,train_valid_test,9600b3ef-bfae-4fda-b084-c48fd6ade4f1,,,,,"2,048,512","0.40,0.40",0.005,14,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.993818085,0.848315679,0.956095569,0.89180505,0.761924257,0.93900508,3964,0.950645844,0.635125477,0.911705348,0.653472963,0.583369517,0.860598675,4406,0.958789713,0.654665863,0.899228325,0.790050019,0.572405058,0.850086965
50,./content,612d57f6-7f81-49b9-a3bd-d5f7685901ae,1673248894,NN,ecfp,ecfp,scaffold,train_valid_test,d2c0e303-a0c2-4951-806c-062e8c57c49a,,,,,"1,024,256","0.30,0.30",0.001,32,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.998237523,0.941832775,0.970747396,0.948863601,0.832356245,0.959395427,3964,0.947283729,0.661561637,0.919021191,0.665225122,0.589325386,0.872118433,4406,0.9499366,0.658747197,0.907625965,0.705252208,0.605740004,0.86257276
51,./content,f70edc70-f2d5-47b7-9c67-e1720c5c1d7e,1673244950,NN,ecfp,ecfp,scaffold,train_valid_test,47720d79-a6f2-45a1-91c2-ad4a1a2051c5,,,,,"2,048,512","0.30,0.30",0.01,9,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.98107639,0.77999536,0.927455585,0.854250002,0.680420337,0.899367989,3964,0.930210409,0.609749772,0.893794147,0.606831324,0.540299319,0.831764055,4406,0.939653783,0.621810172,0.885837494,0.75579794,0.532791579,0.829505649
52,./content,ae2b2d21-afde-4e87-ad55-c10b637d28a4,1673249936,NN,ecfp,ecfp,scaffold,train_valid_test,7aac4739-5688-4eaf-8144-fab37feffa3d,,,,,"1,024,256","0.30,0.30",0.005,34,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.995108126,0.895922677,0.955585052,0.901417435,0.783547463,0.939141073,3964,0.949777601,0.647886246,0.917759839,0.654897808,0.601445663,0.871302181,4406,0.952956951,0.66136817,0.902178847,0.716918007,0.588341433,0.856076266
53,./content,5b58af11-dd86-48c1-bc98-ea5857a8f088,1673244110,NN,ecfp,ecfp,scaffold,train_valid_test,3591ab19-c486-4f5b-85c9-b9408872c602,,,,,"2,048,512","0.30,0.30",0.005,15,50,,,,,,public,/scratch/mmahmed/5ht_atomsci/ml_N_2048/5ht_a/ml_5htc_NN/data_ready_to_model.csv,27958,label,19588,0.993939354,0.877123043,0.952624056,0.923414909,0.736873816,0.934649975,3964,0.940290158,0.648398538,0.915741675,0.744439694,0.583428454,0.866406891,4406,0.937660382,0.648145476,0.902859737,0.839983196,0.574365171,0.854874085
